Sale Key,City Key,Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Quantity,Unit Price,Total Excluding Tax,Tax Amount,Region
66316,87543,30,1,22/06/2018,26/06/2018,3,20402,20,50,1000,150,Far West
81721,72803,131,1,21/09/2018,22/09/2018,3,25130,20,50,1000,150,Far West
76790,40659,107,51,24/08/2018,27/08/2018,3,23617,20,45,900,135,Far West
194484,108660,78,51,30/04/2020,04/05/2020,3,59969,20,45,900,135,Far West
168531,108758,43,1,21/12/2019,22/12/2019,3,51951,20,50,1000,150,Far West
141558,87556,31,1,10/08/2019,11/08/2019,3,43603,20,50,1000,150,Far West
227563,109132,197,51,19/10/2020,20/10/2020,3,70295,20,45,900,135,Far West
25756,41500,47,51,27/10/2017,04/11/2017,3,7932,60,45,2700,405,Far West
118558,91330,56,1,05/04/2019,06/04/2019,3,36493,60,50,3000,450,Far West
118822,91372,201,51,08/04/2019,09/04/2019,3,36574,60,45,2700,405,Far West
118823,91372,201,1,08/04/2019,09/04/2019,3,36574,60,50,3000,450,Far West
121007,66094,136,51,23/04/2019,24/04/2019,3,37252,60,45,2700,405,Far West
118666,72803,131,51,06/04/2019,07/04/2019,3,36524,60,45,2700,405,Far West
76179,91372,201,1,20/08/2018,21/08/2018,3,23418,60,50,3000,450,Far West
86683,91354,78,1,19/10/2018,20/10/2018,3,26648,60,50,3000,450,Far West
73877,66094,136,51,05/08/2018,06/08/2018,3,22715,60,45,2700,405,Far West
186258,108660,78,1,20/03/2020,21/03/2020,3,57429,60,50,3000,450,Far West
128835,72782,142,1,04/06/2019,05/06/2019,3,39682,60,50,3000,450,Far West
139394,91354,78,51,01/08/2019,02/08/2019,3,42935,60,45,2700,405,Far West
202950,107753,44,51,12/06/2020,13/06/2020,3,62609,60,45,2700,405,Far West
2375,40879,201,67,06/06/2017,10/06/2017,3,789,60,4.5,270,40.5,Far West
2955,46997,69,8,09/06/2017,11/06/2017,3,966,60,4.3,258,38.7,Far West
5301,49176,31,2,23/06/2017,27/06/2017,3,1658,60,37.5,2250,337.5,Far West
6815,59622,186,30,04/07/2017,08/07/2017,3,2095,60,3.5,210,31.5,Far West
7766,45725,20,67,11/07/2017,12/07/2017,3,2390,60,4.5,270,40.5,Far West
15255,45725,20,48,27/08/2017,01/09/2017,3,4689,60,48,2880,432,Far West
20345,40837,56,58,28/09/2017,04/10/2017,3,6266,60,22,1320,198,Far West
,,,,,,,,0,,,,Far West
27049,40778,127,8,02/11/2017,06/11/2017,3,8334,60,4.3,258,38.7,Far West
30325,40879,201,57,20/11/2017,23/11/2017,3,9339,60,37,2220,333,Far West
32293,91437,48,57,02/12/2017,03/12/2017,3,9952,60,37,2220,333,Far West
34531,89450,20,50,14/12/2017,15/12/2017,3,10642,60,102,6120,918,Far West
36718,91354,78,56,25/12/2017,29/12/2017,3,11332,60,112,6720,1008,Far West
38989,72803,131,4,10/01/2018,11/01/2018,3,12038,60,12.5,750,112.5,Far West
42522,87602,176,67,01/02/2018,02/02/2018,3,13143,60,4.5,270,40.5,Far West
,,,,,,,,0,,,,Far West
45595,91437,48,60,17/02/2018,18/02/2018,3,14079,60,33,1980,297,Far West
47310,91330,56,67,03/03/2018,12/03/2018,3,14599,60,4.5,270,40.5,Far West
47726,40600,102,64,05/03/2018,06/03/2018,3,14725,60,15,900,135,Far West
35178,91330,56,55,16/12/2017,18/12/2017,3,10846,60,26,1560,234,Far West
48048,76970,186,8,08/03/2018,09/03/2018,3,14823,60,4.3,258,38.7,Far West
53137,87556,31,65,05/04/2018,06/04/2018,3,16361,60,24,1440,216,Far West
49403,87602,176,58,16/03/2018,19/03/2018,3,15227,60,22,1320,198,Far West
52171,91372,201,53,30/03/2018,08/04/2018,3,16084,60,99,5940,891,Far West
60498,91354,78,4,22/05/2018,25/05/2018,3,18627,60,12.5,750,112.5,Far West
118493,87543,30,56,05/04/2019,06/04/2019,3,36475,60,112,6720,1008,Far West
,,,,,,,,0,,,,Far West
118669,72803,131,64,06/04/2019,07/04/2019,3,36524,60,15,900,135,Far West
,,,,,,,,0,,,,Far West
108959,48778,25,64,16/02/2019,17/02/2019,3,33556,60,15,900,135,Far West
71194,47005,197,55,20/07/2018,22/07/2018,3,21918,60,26,1560,234,Far West
,,,,,,,,0,,,,Far West
79078,87556,31,52,07/09/2018,08/09/2018,3,24306,60,29,1740,261,Far West
90775,91437,48,55,07/11/2018,08/11/2018,3,27911,60,26,1560,234,Far West
84393,46997,69,53,06/10/2018,08/10/2018,3,25942,60,99,5940,891,Far West
97885,72808,19,4,14/12/2018,15/12/2018,3,30108,60,12.5,750,112.5,Far West
74978,87543,30,217,13/08/2018,15/08/2018,3,23054,60,18.5,1110,166.5,Far West
89168,47644,63,57,28/10/2018,01/11/2018,3,27410,60,37,2220,333,Far West
91816,89325,44,66,11/11/2018,13/11/2018,3,28227,60,20,1200,180,Far West
67888,72803,131,56,30/06/2018,08/07/2018,3,20895,60,112,6720,1008,Far West
93469,87543,30,53,21/11/2018,22/11/2018,3,28747,60,99,5940,891,Far West
109356,72782,142,2,17/02/2019,18/02/2019,3,33681,60,37.5,2250,337.5,Far West
102699,48778,25,59,09/01/2019,10/01/2019,3,31608,60,108,6480,972,Far West
194656,108660,78,30,01/05/2020,05/05/2020,3,60024,60,3.5,210,31.5,Far West
186718,112008,25,66,22/03/2020,23/03/2020,3,57571,60,20,1200,180,Far West
194624,66109,163,56,01/05/2020,04/05/2020,3,60015,60,112,6720,1008,Far West
,,,,,,,,0,,,,Far West
187126,66011,180,57,22/03/2020,23/03/2020,3,57692,60,37,2220,333,Far West
184460,112350,176,56,12/03/2020,13/03/2020,3,56874,60,112,6720,1008,Far West
182011,110600,107,48,28/02/2020,29/02/2020,3,56130,60,48,2880,432,Far West
182456,72760,23,48,01/03/2020,03/03/2020,3,56265,60,48,2880,432,Far West
183383,109124,69,2,06/03/2020,07/03/2020,3,56549,60,37.5,2250,337.5,Far West
186848,107492,109,50,22/03/2020,23/03/2020,3,57611,60,102,6120,918,Far West
191200,108577,127,54,11/04/2020,12/04/2020,3,58957,60,42,2520,378,Far West
137512,87556,31,66,19/07/2019,20/07/2019,3,42350,60,20,1200,180,Far West
168054,107510,63,4,19/12/2019,20/12/2019,3,51806,60,12.5,750,112.5,Far West
158651,41500,47,60,01/11/2019,02/11/2019,3,48877,60,33,1980,297,Far West
175051,107878,20,66,24/01/2020,25/01/2020,3,53966,60,20,1200,180,Far West
132422,40659,107,57,22/06/2019,23/06/2019,3,40780,60,37,2220,333,Far West
140295,72808,19,55,03/08/2019,04/08/2019,3,43209,60,26,1560,234,Far West
138844,47626,109,2,27/07/2019,28/07/2019,3,42758,60,37.5,2250,337.5,Far West
150974,87543,30,52,26/09/2019,27/09/2019,3,46502,60,29,1740,261,Far West
161013,87556,31,52,15/11/2019,16/11/2019,3,49620,60,29,1740,261,Far West
165005,108678,201,48,05/12/2019,06/12/2019,3,50847,60,48,2880,432,Far West
167829,107492,109,64,16/12/2019,17/12/2019,3,51731,60,15,900,135,Far West
128659,91354,78,217,03/06/2019,04/06/2019,3,39629,60,18.5,1110,166.5,Far West
141545,76970,186,57,10/08/2019,11/08/2019,3,43599,60,37,2220,333,Far West
204346,110541,102,53,19/06/2020,20/06/2020,3,63049,60,99,5940,891,Far West
223304,108171,186,54,28/09/2020,29/09/2020,3,68985,60,42,2520,378,Far West
224248,108678,201,66,04/10/2020,05/10/2020,3,69285,60,20,1200,180,Far West
201814,112291,30,54,06/06/2020,07/06/2020,3,62255,60,42,2520,378,Far West
213705,66011,180,56,13/08/2020,14/08/2020,3,66008,60,112,6720,1008,Far West
227318,112304,31,30,18/10/2020,19/10/2020,3,70218,60,3.5,210,31.5,Far West
217068,72803,131,55,29/08/2020,31/08/2020,3,67047,60,26,1560,234,Far West
207575,112350,176,217,10/07/2020,11/07/2020,3,64075,60,18.5,1110,166.5,Far West
222654,109132,197,58,26/09/2020,27/09/2020,3,68788,60,22,1320,198,Far West
223735,108636,56,50,01/10/2020,04/10/2020,3,69120,60,102,6120,918,Far West
219628,66094,136,4,10/09/2020,11/09/2020,3,67849,60,12.5,750,112.5,Far West
213362,108743,48,217,12/08/2020,13/08/2020,3,65904,60,18.5,1110,166.5,Far West
221133,112965,47,53,19/09/2020,20/09/2020,3,68326,60,99,5940,891,Far West
222723,108577,127,30,27/09/2020,28/09/2020,3,68813,60,3.5,210,31.5,Far West
27609,49163,30,47,05/11/2017,09/11/2017,3,8511,60,105,6300,945,Far West
97883,72808,19,62,14/12/2018,15/12/2018,3,30108,60,105,6300,945,Far West
187246,115690,37,47,24/03/2020,25/03/2020,3,57733,60,105,6300,945,Far West
132322,91372,201,62,21/06/2019,23/06/2019,3,40747,60,105,6300,945,Far West
138198,91330,56,62,25/07/2019,26/07/2019,3,42562,60,105,6300,945,Far West
225077,107492,109,62,08/10/2020,09/10/2020,3,69531,60,105,6300,945,Far West
2378,40879,201,60,06/06/2017,10/06/2017,3,789,50,33,1650,247.5,Far West
3793,40778,127,51,15/06/2017,18/06/2017,3,1218,50,45,2250,337.5,Far West
5797,41398,52,48,27/06/2017,04/07/2017,3,1803,50,48,2400,360,Far West
6816,59622,186,53,04/07/2017,07/07/2017,3,2095,50,99,4950,742.5,Far West
8479,40550,98,39,17/07/2017,21/07/2017,3,2615,50,1.14,57,8.55,Far West
14324,47644,63,8,23/08/2017,27/08/2017,3,4399,50,4.3,215,32.25,Far West
,,,,,,,,0,,,,Far West
,,,,,,,,0,,,,Far West
19833,66011,180,67,24/09/2017,27/09/2017,3,6111,50,4.5,225,33.75,Far West
20944,40550,98,67,30/09/2017,08/10/2017,3,6452,50,4.5,225,33.75,Far West
21804,72760,23,39,05/10/2017,08/10/2017,3,6711,50,1.14,57,8.55,Far West
22580,47644,63,34,09/10/2017,13/10/2017,3,6956,50,2.1,105,15.75,Far West
24289,66109,163,4,20/10/2017,25/10/2017,3,7482,50,12.5,625,93.75,Far West
34872,41398,52,10,15/12/2017,17/12/2017,3,10749,50,2.4,120,18,Far West
36960,87556,31,54,27/12/2017,30/12/2017,3,11404,50,42,2100,315,Far West
38732,48778,25,42,07/01/2018,08/01/2018,3,11962,50,2.55,127.5,19.13,Far West
39052,89450,20,48,10/01/2018,11/01/2018,3,12055,50,48,2400,360,Far West
42970,47644,63,2,03/02/2018,04/02/2018,3,13277,50,37.5,1875,281.25,Far West
43004,40659,107,64,03/02/2018,05/02/2018,3,13286,50,15,750,112.5,Far West
45594,91437,48,10,17/02/2018,20/02/2018,3,14079,50,2.4,120,18,Far West
45988,47644,63,59,21/02/2018,24/02/2018,3,14199,50,108,5400,810,Far West
47191,66094,136,53,02/03/2018,10/03/2018,3,14561,50,99,4950,742.5,Far West
48591,66011,180,10,11/03/2018,12/03/2018,3,14988,50,2.4,120,18,Far West
26078,49176,31,36,28/10/2017,03/11/2017,3,8025,50,3.5,175,26.25,Far West
26355,72808,19,1,29/10/2017,08/11/2017,3,8112,50,50,2500,375,Far West
40133,72803,131,37,17/01/2018,18/01/2018,3,12398,50,2.74,137,20.55,Far West
11452,40600,102,8,05/08/2017,06/08/2017,3,3516,50,4.3,215,32.25,Far West
11872,59622,186,53,06/08/2017,09/08/2017,3,3646,50,99,4950,742.5,Far West
14335,49176,31,59,23/08/2017,26/08/2017,3,4404,50,108,5400,810,Far West
5484,66094,136,39,24/06/2017,27/06/2017,3,1712,50,1.14,57,8.55,Far West
21735,40837,56,66,05/10/2017,06/10/2017,3,6689,50,20,1000,150,Far West
25778,72782,142,51,27/10/2017,01/11/2017,3,7940,50,45,2250,337.5,Far West
49783,48778,25,54,18/03/2018,21/03/2018,3,15344,50,42,2100,315,Far West
58586,47626,109,57,09/05/2018,10/05/2018,3,18048,50,37,1850,277.5,Far West
60364,40659,107,59,19/05/2018,20/05/2018,3,18586,50,108,5400,810,Far West
58485,47005,197,54,09/05/2018,10/05/2018,3,18018,50,42,2100,315,Far West
54210,91271,127,40,11/04/2018,13/04/2018,3,16691,50,1.11,55.5,8.33,Far West
116103,47005,197,67,25/03/2019,26/03/2019,3,35748,50,4.5,225,33.75,Far West
123060,91330,56,55,04/05/2019,05/05/2019,3,37884,50,26,1300,195,Far West
119265,91372,201,40,10/04/2019,11/04/2019,3,36707,50,1.11,55.5,8.33,Far West
120460,46997,69,56,16/04/2019,17/04/2019,3,37071,50,112,5600,840,Far West
112555,41500,47,60,09/03/2019,10/03/2019,3,34667,50,33,1650,247.5,Far West
114915,48778,25,65,22/03/2019,23/03/2019,3,35386,50,24,1200,180,Far West
117655,40659,107,48,01/04/2019,02/04/2019,3,36230,50,48,2400,360,Far West
117656,40659,107,54,01/04/2019,02/04/2019,3,36230,50,42,2100,315,Far West
125830,40550,98,39,18/05/2019,19/05/2019,3,38751,50,1.14,57,8.55,Far West
116104,48778,25,40,25/03/2019,26/03/2019,3,35749,50,1.11,55.5,8.33,Far West
84723,48778,25,37,07/10/2018,09/10/2018,3,26042,50,2.74,137,20.55,Far West
102063,72808,19,217,05/01/2019,06/01/2019,3,31409,50,18.5,925,138.75,Far West
103249,89450,20,55,11/01/2019,12/01/2019,3,31779,50,26,1300,195,Far West
80666,91271,127,42,15/09/2018,16/09/2018,3,24811,50,2.55,127.5,19.13,Far West
76688,90082,37,1,24/08/2018,25/08/2018,3,23590,50,50,2500,375,Far West
,,,,,,,,0,,,,Far West
65175,47644,63,8,15/06/2018,16/06/2018,3,20049,50,4.3,215,32.25,Far West
65176,47644,63,2,15/06/2018,17/06/2018,3,20049,50,37.5,1875,281.25,Far West
76927,47644,63,32,25/08/2018,26/08/2018,3,23660,50,0.66,33,4.95,Far West
108321,91354,78,55,13/02/2019,14/02/2019,3,33358,50,26,1300,195,Far West
75838,91354,78,56,19/08/2018,20/08/2018,3,23322,50,112,5600,840,Far West
,,,,,,,,0,,,,Far West
77559,72803,131,67,29/08/2018,06/09/2018,3,23855,50,4.5,225,33.75,Far West
79590,41500,47,36,09/09/2018,10/09/2018,3,24467,50,3.5,175,26.25,Far West
86968,40550,98,50,20/10/2018,21/10/2018,3,26736,50,102,5100,765,Far West
83890,40659,107,34,01/10/2018,11/10/2018,3,25785,50,2.1,105,15.75,Far West
98805,40550,98,38,18/12/2018,19/12/2018,3,30391,50,1.28,64,9.6,Far West
107293,66011,180,32,06/02/2019,07/02/2019,3,33037,50,0.66,33,4.95,Far West
95016,41398,52,53,30/11/2018,04/12/2018,3,29221,50,99,4950,742.5,Far West
88978,72803,131,56,28/10/2018,02/11/2018,3,27351,50,112,5600,840,Far West
92956,40659,107,52,17/11/2018,18/11/2018,3,28590,50,29,1450,217.5,Far West
65880,87556,31,34,20/06/2018,22/06/2018,3,20269,50,2.1,105,15.75,Far West
87969,90082,37,2,24/10/2018,25/10/2018,3,27042,50,37.5,1875,281.25,Far West
61917,40550,98,50,28/05/2018,01/06/2018,3,19061,50,102,5100,765,Far West
86950,87556,31,59,20/10/2018,21/10/2018,3,26731,50,108,5400,810,Far West
69589,46997,69,36,11/07/2018,12/07/2018,3,21430,50,3.5,175,26.25,Far West
,,,,,,,,0,,,,Far West
97666,66094,136,1,13/12/2018,14/12/2018,3,30041,50,50,2500,375,Far West
196482,108171,186,64,10/05/2020,11/05/2020,3,60589,50,15,750,112.5,Far West
196408,72760,23,60,10/05/2020,11/05/2020,3,60567,50,33,1650,247.5,Far West
197438,108171,186,53,16/05/2020,17/05/2020,3,60890,50,99,4950,742.5,Far West
193844,109124,69,50,26/04/2020,27/04/2020,3,59776,50,102,5100,765,Far West
186715,112008,25,8,22/03/2020,23/03/2020,3,57571,50,4.3,215,32.25,Far West
176924,108636,56,8,01/02/2020,02/02/2020,3,54554,50,4.3,215,32.25,Far West
189328,108743,48,40,02/04/2020,03/04/2020,3,58376,50,1.11,55.5,8.33,Far West
179309,72803,131,67,13/02/2020,14/02/2020,3,55297,50,4.5,225,33.75,Far West
194713,72760,23,10,01/05/2020,05/05/2020,3,60044,50,2.4,120,18,Far West
194716,72760,23,67,01/05/2020,07/05/2020,3,60044,50,4.5,225,33.75,Far West
183619,108743,48,37,07/03/2020,08/03/2020,3,56620,50,2.74,137,20.55,Far West
184073,107510,63,54,09/03/2020,10/03/2020,3,56755,50,42,2100,315,Far West
186189,109132,197,60,19/03/2020,20/03/2020,3,57403,50,33,1650,247.5,Far West
179173,108636,56,1,13/02/2020,14/02/2020,3,55257,50,50,2500,375,Far West
179425,109124,69,66,14/02/2020,15/02/2020,3,55335,50,20,1000,150,Far West
194864,112304,31,51,02/05/2020,03/05/2020,3,60096,50,45,2250,337.5,Far West
194865,112304,31,42,02/05/2020,03/05/2020,3,60096,50,2.55,127.5,19.13,Far West
193416,72803,131,65,25/04/2020,26/04/2020,3,59646,50,24,1200,180,Far West
178497,108758,43,40,09/02/2020,10/02/2020,3,55046,50,1.11,55.5,8.33,Far West
181056,112304,31,53,23/02/2020,24/02/2020,3,55841,50,99,4950,742.5,Far West
165763,108678,201,66,07/12/2019,08/12/2019,3,51080,50,20,1000,150,Far West
167629,72808,19,40,16/12/2019,17/12/2019,3,51670,50,1.11,55.5,8.33,Far West
173088,72760,23,56,13/01/2020,14/01/2020,3,53350,50,112,5600,840,Far West
172492,72808,19,50,10/01/2020,11/01/2020,3,53173,50,102,5100,765,Far West
172494,72808,19,53,10/01/2020,11/01/2020,3,53173,50,99,4950,742.5,Far West
173756,109124,69,50,17/01/2020,18/01/2020,3,53558,50,102,5100,765,Far West
158653,41500,47,56,01/11/2019,02/11/2019,3,48877,50,112,5600,840,Far West
166917,72803,131,217,14/12/2019,15/12/2019,3,51446,50,18.5,925,138.75,Far West
155169,47005,197,39,18/10/2019,19/10/2019,3,47816,50,1.14,57,8.55,Far West
158614,66094,136,42,01/11/2019,02/11/2019,3,48866,50,2.55,127.5,19.13,Far West
129736,91437,48,60,10/06/2019,11/06/2019,3,39964,50,33,1650,247.5,Far West
135573,46997,69,2,10/07/2019,11/07/2019,3,41759,50,37.5,1875,281.25,Far West
140582,87602,176,42,05/08/2019,06/08/2019,3,43300,50,2.55,127.5,19.13,Far West
141045,40550,98,36,08/08/2019,09/08/2019,3,43442,50,3.5,175,26.25,Far West
,,,,,,,,0,,,,Far West
146260,72803,131,57,02/09/2019,03/09/2019,3,45047,50,37,1850,277.5,Far West
138604,72760,23,37,26/07/2019,28/07/2019,3,42678,50,2.74,137,20.55,Far West
,,,,,,,,0,,,,Far West
140835,40550,98,2,07/08/2019,08/08/2019,3,43382,50,37.5,1875,281.25,Far West
140909,46997,69,65,07/08/2019,08/08/2019,3,43402,50,24,1200,180,Far West
150105,91354,78,34,21/09/2019,22/09/2019,3,46236,50,2.1,105,15.75,Far West
138947,91354,78,64,28/07/2019,31/07/2019,3,42793,50,15,750,112.5,Far West
141595,40600,102,1,10/08/2019,11/08/2019,3,43614,50,50,2500,375,Far West
145783,76970,186,57,31/08/2019,06/09/2019,3,44900,50,37,1850,277.5,Far West
143269,72808,19,55,18/08/2019,19/08/2019,3,44125,50,26,1300,195,Far West
150113,91354,78,40,21/09/2019,22/09/2019,3,46238,50,1.11,55.5,8.33,Far West
137743,48778,25,37,19/07/2019,20/07/2019,3,42414,50,2.74,137,20.55,Far West
133628,91271,127,2,29/06/2019,04/07/2019,3,41161,50,37.5,1875,281.25,Far West
143869,40550,98,54,23/08/2019,24/08/2019,3,44312,50,42,2100,315,Far West
161693,76970,186,60,17/11/2019,18/11/2019,3,49825,50,33,1650,247.5,Far West
165688,110491,98,50,07/12/2019,08/12/2019,3,51059,50,102,5100,765,Far West
200863,110491,98,50,31/05/2020,03/06/2020,3,61960,50,102,5100,765,Far West
203667,112965,47,1,16/06/2020,17/06/2020,3,62837,50,50,2500,375,Far West
211041,115690,37,59,27/07/2020,28/07/2020,3,65174,50,108,5400,810,Far West
203003,115690,37,53,12/06/2020,13/06/2020,3,62625,50,99,4950,742.5,Far West
200795,66094,136,58,31/05/2020,06/06/2020,3,61941,50,22,1100,165,Far West
201147,110541,102,59,03/06/2020,04/06/2020,3,62049,50,108,5400,810,Far West
209367,112008,25,52,18/07/2020,19/07/2020,3,64650,50,29,1450,217.5,Far West
216757,72808,19,64,28/08/2020,31/08/2020,3,66947,50,15,750,112.5,Far West
204277,107510,63,10,19/06/2020,20/06/2020,3,63030,50,2.4,120,18,Far West
226107,66094,136,53,12/10/2020,13/10/2020,3,69838,50,99,4950,742.5,Far West
219290,112965,47,59,09/09/2020,10/09/2020,3,67743,50,108,5400,810,Far West
219307,108678,201,57,09/09/2020,10/09/2020,3,67749,50,37,1850,277.5,Far West
,,,,,,,,0,,,,Far West
200650,110541,102,4,30/05/2020,02/06/2020,3,61895,50,12.5,625,93.75,Far West
201777,110491,98,36,06/06/2020,07/06/2020,3,62244,50,3.5,175,26.25,Far West
210586,66011,180,54,25/07/2020,26/07/2020,3,65033,50,42,2100,315,Far West
214650,66011,180,34,16/08/2020,17/08/2020,3,66287,50,2.1,105,15.75,Far West
215075,112965,47,37,19/08/2020,20/08/2020,3,66418,50,2.74,137,20.55,Far West
207863,108743,48,64,11/07/2020,12/07/2020,3,64168,50,15,750,112.5,Far West
223519,72808,19,217,01/10/2020,05/10/2020,3,69056,50,18.5,925,138.75,Far West
3787,40861,78,62,15/06/2017,19/06/2017,3,1217,50,105,5250,787.5,Far West
20329,72782,142,47,28/09/2017,07/10/2017,3,6260,50,105,5250,787.5,Far West
22725,66094,136,47,10/10/2017,14/10/2017,3,6999,50,105,5250,787.5,Far West
45511,89325,44,47,17/02/2018,18/02/2018,3,14053,50,105,5250,787.5,Far West
81469,41398,52,62,19/09/2018,22/09/2018,3,25049,50,105,5250,787.5,Far West
71210,91452,43,62,20/07/2018,21/07/2018,3,21922,50,105,5250,787.5,Far West
,,,,,,,,0,,,,Far West
160533,76970,186,47,10/11/2019,11/11/2019,3,49454,50,105,5250,787.5,Far West
157823,91354,78,62,28/10/2019,30/10/2019,3,48619,50,105,5250,787.5,Far West
140995,76970,186,47,07/08/2019,08/08/2019,3,43427,50,105,5250,787.5,Far West
1440,41398,52,11,01/06/2017,05/06/2017,3,515,50,1.89,94.5,14.18,Far West
10101,41398,52,35,29/07/2017,06/08/2017,3,3103,50,2.04,102,15.3,Far West
39051,89450,20,11,10/01/2018,11/01/2018,3,12055,50,1.89,94.5,14.18,Far West
43316,47626,109,11,07/02/2018,08/02/2018,3,13382,50,1.89,94.5,14.18,Far West
57251,89450,20,35,29/04/2018,04/05/2018,3,17627,50,2.04,102,15.3,Far West
111271,72803,131,35,02/03/2019,09/03/2019,3,34268,50,2.04,102,15.3,Far West
91634,40550,98,35,10/11/2018,11/11/2018,3,28172,50,2.04,102,15.3,Far West
94959,72808,19,11,30/11/2018,07/12/2018,3,29204,50,1.89,94.5,14.18,Far West
80295,47005,197,11,14/09/2018,17/09/2018,3,24690,50,1.89,94.5,14.18,Far West
86015,87602,176,35,14/10/2018,17/10/2018,3,26440,50,2.04,102,15.3,Far West
180903,107753,44,11,21/02/2020,22/02/2020,3,55791,50,1.89,94.5,14.18,Far West
195094,66094,136,35,02/05/2020,03/05/2020,3,60164,50,2.04,102,15.3,Far West
138381,72803,131,11,25/07/2019,26/07/2019,3,42615,50,1.89,94.5,14.18,Far West
222568,108678,201,35,26/09/2020,27/09/2020,3,68761,50,2.04,102,15.3,Far West
32286,72782,142,43,02/12/2017,04/12/2017,3,9950,50,1.05,52.5,7.88,Far West
,,,,,,,,0,,,,Far West
71209,91452,43,41,20/07/2018,21/07/2018,3,21922,50,1.05,52.5,7.88,Far West
90056,47005,197,43,02/11/2018,04/11/2018,3,27685,50,1.05,52.5,7.88,Far West
88570,91452,43,33,27/10/2018,02/11/2018,3,27230,50,0.95,47.5,7.13,Far West
179061,112965,47,33,13/02/2020,14/02/2020,3,55223,50,0.95,47.5,7.13,Far West
142668,72803,131,33,16/08/2019,17/08/2019,3,43936,50,0.95,47.5,7.13,Far West
163948,72803,131,41,29/11/2019,30/11/2019,3,50519,50,1.05,52.5,7.88,Far West
131066,87543,30,41,15/06/2019,16/06/2019,3,40366,50,1.05,52.5,7.88,Far West
201403,108171,186,33,04/06/2020,05/06/2020,3,62129,50,0.95,47.5,7.13,Far West
221853,108636,56,43,21/09/2020,22/09/2020,3,68545,50,1.05,52.5,7.88,Far West
218582,108678,201,41,05/09/2020,06/09/2020,3,67520,50,1.05,52.5,7.88,Far West
60719,40600,102,51,22/05/2018,26/05/2018,3,18694,100,45,4500,675,Far West
,,,,,,,,0,,,,Far West
53989,90082,37,1,10/04/2018,12/04/2018,3,16621,100,50,5000,750,Far West
60589,72782,142,51,22/05/2018,23/05/2018,3,18655,100,45,4500,675,Far West
121166,48778,25,51,24/04/2019,25/04/2019,3,37300,100,45,4500,675,Far West
108352,90082,37,1,13/02/2019,14/02/2019,3,33368,100,50,5000,750,Far West
186313,108743,48,51,20/03/2020,21/03/2020,3,57444,100,45,4500,675,Far West
188191,112291,30,51,27/03/2020,28/03/2020,3,58023,100,45,4500,675,Far West
127613,91372,201,51,27/05/2019,31/05/2019,3,39294,100,45,4500,675,Far West
152715,66011,180,1,05/10/2019,06/10/2019,3,47045,100,50,5000,750,Far West
203004,115690,37,1,12/06/2020,13/06/2020,3,62625,100,50,5000,750,Far West
225222,112350,176,1,09/10/2020,10/10/2020,3,69575,100,50,5000,750,Far West
222785,66011,180,51,27/09/2020,29/09/2020,3,68829,100,45,4500,675,Far West
530,72803,131,35,26/05/2017,01/06/2017,3,227,100,2.04,204,30.6,Far West
1447,47644,63,39,01/06/2017,02/06/2017,3,518,100,1.14,114,17.1,Far West
4070,40879,201,8,16/06/2017,21/06/2017,3,1302,100,4.3,430,64.5,Far West
11310,66094,136,58,04/08/2017,06/08/2017,3,3472,100,22,2200,330,Far West
13561,47005,197,50,16/08/2017,21/08/2017,3,4159,100,102,10200,1530,Far West
14043,40959,43,58,19/08/2017,24/08/2017,3,4305,100,22,2200,330,Far West
17823,40600,102,32,10/09/2017,12/09/2017,3,5487,100,0.66,66,9.9,Far West
20058,40959,43,54,25/09/2017,30/09/2017,3,6177,100,42,4200,630,Far West
20193,40861,78,39,26/09/2017,01/10/2017,3,6217,100,1.14,114,17.1,Far West
20959,49222,176,53,30/09/2017,11/10/2017,3,6457,100,99,9900,1485,Far West
22355,49163,30,40,08/10/2017,11/10/2017,3,6888,100,1.11,111,16.65,Far West
24700,66094,136,55,22/10/2017,28/10/2017,3,7605,100,26,2600,390,Far West
25173,59622,186,55,23/10/2017,25/10/2017,3,7753,100,26,2600,390,Far West
25519,72808,19,57,26/10/2017,02/11/2017,3,7859,100,37,3700,555,Far West
25793,49176,31,39,27/10/2017,02/11/2017,3,7944,100,1.14,114,17.1,Far West
28383,47644,63,39,10/11/2017,14/11/2017,3,8746,100,1.14,114,17.1,Far West
,,,,,,,,0,,,,Far West
36744,72803,131,65,25/12/2017,26/12/2017,3,11339,100,24,2400,360,Far West
38795,47005,197,55,07/01/2018,08/01/2018,3,11980,100,26,2600,390,Far West
42423,40600,102,4,01/02/2018,02/02/2018,3,13113,100,12.5,1250,187.5,Far West
44481,40550,98,40,12/02/2018,14/02/2018,3,13734,100,1.11,111,16.65,Far West
45513,89325,44,48,17/02/2018,20/02/2018,3,14053,100,48,4800,720,Far West
11455,40600,102,59,05/08/2017,09/08/2017,3,3516,100,108,10800,1620,Far West
12658,41398,52,53,11/08/2017,15/08/2017,3,3881,100,99,9900,1485,Far West
12959,45600,44,67,12/08/2017,16/08/2017,3,3972,100,4.5,450,67.5,Far West
55469,47644,63,58,18/04/2018,19/04/2018,3,17078,100,22,2200,330,Far West
56880,87602,176,2,27/04/2018,01/05/2018,3,17511,100,37.5,3750,562.5,Far West
